@relation tanks_data

@attribute Name STRING
@attribute Tier {'X', 'IX', 'VIII', 'VII', 'VI', 'V', 'IV', 'III', 'II', 'I'}
@attribute Premium {True, False}
@attribute Reward {True, False}
@attribute Event {True, False}
@attribute Nationality {'American', 'British', 'Soviet', 'Chinese', 'French', 'Czech', 'German', 'Italian', 'Japanese', 'Polish', 'Swedish'}
@attribute Type {'Heavy Tank', 'Medium Tank', 'Light Tank', 'Tank Destroyer', 'Artillery'}
@attribute DPM NUMERIC
@attribute Damage NUMERIC
@attribute Penetration (mm) NUMERIC
@attribute DPM at 500m (mm) NUMERIC
@attribute Reload time (sec) NUMERIC
@attribute Rate of fire (rnds/min) NUMERIC
@attribute Aim time (sec) NUMERIC
@attribute Dispersion NUMERIC
@attribute Dispersion damaged NUMERIC
@attribute Dispersion factors moving (+) NUMERIC
@attribute Dispersion factors tank traverse (+) NUMERIC
@attribute Dispersion factors turret traverse (+) NUMERIC
@attribute Dispersion factors after firing (+) NUMERIC
@attribute Dispersion factors damaged (×) NUMERIC
@attribute Damage vs. modules NUMERIC
@attribute Caliber (mm) NUMERIC
@attribute Shell velocity (m/s) NUMERIC
@attribute Max range (m) NUMERIC
@attribute Ammo capacity NUMERIC
@attribute Potential damage NUMERIC
@attribute Shell cost NUMERIC
@attribute Top speed (km/h) NUMERIC
@attribute Reverse speed (km/h) NUMERIC
@attribute Power (hp) NUMERIC
@attribute Power/weight (hp/t) NUMERIC
@attribute Tank traverse (°/sec) NUMERIC
@attribute Effective top speed hard (km/h) NUMERIC
@attribute Effective top speed medium (km/h) NUMERIC
@attribute Effective top speed soft (km/h) NUMERIC
@attribute Effective traverse hard (°/sec) NUMERIC
@attribute Effective traverse medium (°/sec) NUMERIC
@attribute Effective traverse soft (°/sec) NUMERIC
@attribute Terrain resistance hard NUMERIC
@attribute Terrain resistance medium NUMERIC
@attribute Terrain resistance soft NUMERIC
@attribute Gun elevation (°) NUMERIC
@attribute Gun depression (°) NUMERIC
@attribute Gun traverse (°/sec) NUMERIC
@attribute Gun traverse range (°) part 1 STRING
@attribute Gun traverse range (°) part 2 NUMERIC
@attribute Turret traverse (°/sec) NUMERIC
@attribute Hull armor (mm) part 1 NUMERIC
@attribute Hull armor (mm) part 2 NUMERIC
@attribute Hull armor (mm) part 3 NUMERIC
@attribute Turret armor (mm) part 1 NUMERIC
@attribute Turret armor (mm) part 2 NUMERIC
@attribute Turret armor (mm) part 3 NUMERIC
@attribute Track armor (mm) NUMERIC
@attribute Health NUMERIC
@attribute Engine health NUMERIC
@attribute Track health NUMERIC
@attribute Health repair time (sec) NUMERIC
@attribute Ammo rack health NUMERIC
@attribute Fuel tank health NUMERIC
@attribute Max load (kg) NUMERIC
@attribute Total weight (kg) NUMERIC
@attribute Stationary camo (%) part 1 NUMERIC
@attribute Stationary camo (%) part 2 NUMERIC
@attribute Moving camo (%) part 1 NUMERIC
@attribute Moving camo (%) part 2 NUMERIC
@attribute View range (m) NUMERIC
@attribute Radio range (m) NUMERIC
@attribute Fire chance (%) NUMERIC
@attribute Tank cost (silver) NUMERIC
@attribute Tank cost (gold) NUMERIC
@attribute Clip size NUMERIC
@attribute Clip damage part 1 NUMERIC
@attribute Clip damage part 2 NUMERIC
@attribute Intra-clip reload NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 1 NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 2 NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 3 NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 4 NUMERIC
@attribute Max wheel angle (°) NUMERIC
@attribute Axle count NUMERIC
@attribute Siege enabled (km/h) NUMERIC
@attribute Siege disabled (km/h) NUMERIC
@attribute Rocket boosters uses NUMERIC
@attribute Rocket boosters duration (sec) NUMERIC
@attribute Rocket boosters cooldown (sec) NUMERIC
@attribute Rocket boosters initial cooldown (s) NUMERIC
@attribute Track health part 1 NUMERIC
@attribute Track health part 2 NUMERIC
@attribute Health repair time (sec) part 1 NUMERIC
@attribute Health repair time (sec) part 2 NUMERIC
@attribute Reload time (sec) part 1 NUMERIC
@attribute Reload time (sec) part 2 NUMERIC
@attribute DPM alt. gun (sec) NUMERIC
@attribute DPM charge/lock (sec) part 1 NUMERIC
@attribute DPM charge/lock (sec) part 2 NUMERIC
@attribute Dispersion before cooldown NUMERIC
@attribute Cooldown delay (sec) NUMERIC
@attribute Ricochet angle (°) NUMERIC
@attribute DPM at 50m NUMERIC
@attribute DPM at 50m at 500m NUMERIC
@attribute Damage at 50m NUMERIC
@attribute DPM at 50m at 500m (mm) NUMERIC
@attribute Dispersion factors at 500m NUMERIC
@attribute Explosion radius (m) NUMERIC
@attribute Stun duration (s) STRING
@attribute Shell gravity (m/s²) NUMERIC
@attribute Ballistic range (m) NUMERIC
@attribute DPM burst size NUMERIC
@attribute DPM burst damage part 1 NUMERIC
@attribute DPM burst damage part 2 STRING
@attribute Normalization (°) NUMERIC
@attribute Tank cost in NA NUMERIC
@attribute View range (m) in EU NUMERIC
@attribute View range (m) in Asia NUMERIC
@attribute Reload time (sec) (starting with an empty clip) part 5 NUMERIC
@attribute DPM at 400m (mm) NUMERIC

@data
'SU-14-2','VIII',False,False,False,'Soviet','Artillery',1280.05,900,52,?,42.19,1.42,5.37,0.74,1.48,0.22,0.22,0.42,6,2,135,203,425,?,16,14400,1910,30,8,740.10,11.66,16.69,30,27.73,16.43,22.37,19.58,11.60,1.34,1.53,2.59,60,0,17.5,'-4',4,12.52,50,30,20,0,0,0,20,410,90,140,12.81,100,150,66000,63480,3.48,0.30,1.71,0.15,260,625,20,2720000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10.40,'12.6 – 28',143,1263.11,?,?,?,?,?,?,?,?,?
'A-44','VII',False,False,False,'Soviet','Medium Tank',1788,300,167,140,10.07,5.96,2.30,0.38,0.77,0.16,0.16,0.12,4,2,150,107,830,720,60,18000,270,59,20,640,16.58,45.89,59,59,39.44,47.25,41.35,20.67,0.67,0.77,1.53,20,4,26.25,'-180',180,41.72,150,60,60,90,90,90,20,1100,120,140,10.03,160,150,41000,38600,12.54,2.76,9.40,2.07,370,547.57,15,1380000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Comet','VII',False,False,False,'British','Medium Tank',2246.46,140,148,138,3.74,16.05,2.21,0.33,0.65,0.16,0.16,0.12,4,2,105,76.20,785,720,61,8540,150,51.50,18,687.23,21.02,37.55,51.50,51.50,42.10,37.96,34.51,19.98,0.96,1.05,1.82,20,12,40.25,'-180',180,47.98,76.2,42.9,31.8,101.6,63.5,57.2,20,1150,247,140,10.03,200,175,34000,32700,14.90,3.68,11.19,2.76,380,730.10,20,1350500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'CS-44','VII',False,False,False,'Polish','Medium Tank',1478.27,300,168,150,12.18,4.93,2.40,0.39,0.79,0.20,0.20,0.12,4.50,2,135,100,966,720,40,12000,345,57,15,550,18.30,37.55,57,57,34.83,39.19,32.65,19.59,0.96,1.15,1.92,15,6,33,'-180',180,43.81,140,50,30,150,80,50,20,1100,260,140,10.03,160,150,31500,30050,14.55,3.04,10.87,2.27,370,700,15,1410000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'FSV Scheme A','VII',False,False,False,'British','Medium Tank',1997.23,150,185,160,4.51,13.31,1.73,0.32,0.63,0.12,0.12,0.06,3,2,100,75,930,720,50,7500,215,60,30,220,24.44,31.29,60,60,48.96,30.33,27.57,15.96,0.96,1.05,1.82,15,5,35,'-180',180,50.06,35,15,12,40,25,12,5,1000,247,140,25.06,200,175,12000,9000,18.30,4.52,13.74,3.39,370,550,20,1330000,?,?,?,?,?,?,?,?,?,0,3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Konštrukta T-34/100','VII',False,False,False,'Czech','Medium Tank',1840.59,250,175,155,8.15,7.36,2.30,0.36,0.73,0.22,0.22,0.12,4,2,135,100,925,720,30,7500,305,54,20,549.79,16.17,39.63,54,54,36.20,39.66,31.73,18.66,0.77,0.96,1.63,20,5,35,'-180',180,41.72,45,45,45,90,75,52,20,1100,190,140,10.03,160,150,37000,34000,13.70,2.86,10.29,2.15,370,886.55,15,1430000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'KV-13','VII',False,False,False,'Soviet','Medium Tank',1976.21,180,144,125,5.47,10.98,2.21,0.35,0.71,0.20,0.20,0.12,4,2,115,85,950,720,60,10800,175,50,20,634.37,17.78,41.72,50,50,33.83,43,38.70,19.35,0.86,0.96,1.92,25,5,39.38,'-180',180,50.06,120,85,85,100,90,90,20,1120,190,140,10.03,160,175,36900,35685,15.21,3.62,11.40,2.71,360,625,15,1375500,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Leo','VII',False,False,False,'Swedish','Medium Tank',1668.80,300,155,142,10.79,5.56,2.88,0.40,0.81,0.18,0.18,0.12,3.50,2,150,105,785,720,35,10500,315,60,20,500,19.75,39.63,60,54.68,35.38,47.72,43.38,28.07,1.20,1.32,2.04,15,10,33.25,'-180',180,35.46,70,30,20,70,30,20,20,1100,247,140,10.03,200,150,28000,25311,15.62,3.09,11.68,2.31,370,710,20,1410000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'P.43 ter','VII',False,False,False,'Italian','Medium Tank',1877.40,240,165,147,7.67,7.82,2.30,0.38,0.77,0.18,0.18,0.12,4,2,122,90,758,720,48,11520,435,55,20,700,19.44,45.89,55,55,43.53,67.46,61.33,39.68,0.96,1.05,1.63,20,7,35,'-180',180,43.81,100,50,50,100,50,50,20,1100,260,140,10.03,180,150,39000,36000,15.17,3.79,11.35,2.84,380,710,15,1440000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Panther','VII',False,False,False,'German','Medium Tank',2112.07,135,198,184,3.84,15.64,2.21,0.31,0.61,0.18,0.18,0.16,3.50,2,100,75,945,720,80,10800,109,55,20,740.10,16.36,33.38,55,51.88,27.07,33.55,27.96,14.59,0.96,1.15,2.21,20,8,35,'-180',180,31.29,85,50,40,120,60,60,25,1300,260,160,10.03,190,175,48000,45245,9.15,2.14,6.83,1.60,380,740.53,20,1380000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Panther/M10','VII',True,False,False,'German','Medium Tank',2112.07,135,150,132,3.84,15.64,2.21,0.31,0.61,0.15,0.15,0.11,2,2,100,75,925,720,82,11070,109,55,20,740.10,16.10,39.63,55,51.08,26.65,37.65,31.38,16.37,0.96,1.15,2.21,20,8,35,'-180',180,39.63,85,50,40,100,45,45,25,1300,260,180,12.03,200,175,49000,45955,9.23,2.28,6.90,1.70,365,740.53,20,?,5100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T-34-1','VII',False,False,False,'Chinese','Medium Tank',1682.26,250,175,155,8.92,6.73,2.40,0.38,0.77,0.20,0.20,0.14,4,2,135,100,895,720,34,8500,252,50,20,549.79,16.91,43.81,50,50,33.88,43.07,39.15,22.67,0.96,1.05,1.82,18,5,33.25,'-180',180,45.89,60,45,40,170,120,60,20,1150,190,140,10.03,160,150,35000,32507,17.95,3.95,13.42,2.95,370,782.25,12,1400000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T-34M-54','VII',True,False,False,'Soviet','Medium Tank',1681.25,180,171,162,6.42,9.34,2.88,0.39,0.79,0.25,0.25,0.18,4,2,115,85,900,720,64,11520,220,55,20,500,14.75,38.59,46.78,45.19,28.07,38.59,37.28,23.15,1.15,1.19,1.92,17,7,39.38,'-180',180,31.29,75,45,45,200,120,75,20,1250,145,140,10.03,160,150,36000,33900,15.05,3.76,11.29,2.82,380,730.10,15,?,100,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T-43','VII',False,False,False,'Soviet','Medium Tank',2086,180,144,125,5.18,11.59,2.21,0.35,0.71,0.16,0.16,0.08,4,2,115,85,950,720,48,8640,175,51,20,634.37,18.20,39.63,51,51,34.64,43.47,36.23,21.74,0.96,1.15,1.92,26,8,39.38,'-180',180,47.98,75,75,75,90,90,90,20,1100,260,140,10.03,160,150,37300,34850,14.71,3.50,11.07,2.64,370,547.57,12,1355000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T-43 (tr.)','VII',False,False,False,'Soviet','Medium Tank',2086,180,144,125,5.18,11.59,1.82,0.28,0.56,0.22,0.22,0.14,4,2,115,85,950,720,48,8640,175,51,20,684.37,19.64,39.63,51,51,37.37,39.63,33.03,19.82,0.96,1.15,1.92,26,8,39.38,'-180',180,47.98,75,75,75,90,90,90,20,1375,260,140,10.03,160,150,37300,34850,14.71,3.50,11.07,2.64,380,547.57,12,1355000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T-44-122','VII',True,False,False,'Soviet','Medium Tank',1525.39,390,175,152,15.34,3.91,2.88,0.39,0.79,0.18,0.18,0.14,4,2,165,122,800,720,24,9360,1025,52.60,20,549.79,17.57,54.24,52.60,52.60,33.43,54.24,48.81,24.41,0.86,0.96,1.92,20,5,21.88,'-180',180,43.81,75,75,45,90,70,70,20,1100,190,140,10.03,160,150,33300,31300,15.68,2.98,11.74,2.23,380,600,15,?,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T-44-122A','VII',True,False,False,'Soviet','Medium Tank',1525.39,390,175,152,15.34,3.91,2.68,0.36,0.73,0.18,0.18,0.14,4,2,165,122,800,720,24,9360,1025,48,18,450,14.38,54.24,48,48,27.36,54.24,48.81,24.41,0.86,0.96,1.92,20,5,21.88,'-180',180,43.81,75,75,45,90,70,70,20,1100,190,140,10.03,160,150,33300,31300,15.68,2.98,11.74,2.23,380,600,15,?,6000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T-44-85','VII',True,False,False,'Soviet','Medium Tank',1986.67,200,147,135,6.04,9.93,2.21,0.40,0.81,0.24,0.24,0.12,3.50,2,115,85,805,720,51,10200,175,51.60,20,549.79,17.57,56.32,51.60,51.60,33.43,56.32,50.69,25.34,0.86,0.96,1.92,20,6,39.38,'-180',180,41.72,75,75,45,120,90,75,20,1100,190,140,10.03,160,150,33300,31300,16.87,4.22,12.65,3.16,370,600,15,?,6400,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T20','VII',False,False,False,'American','Medium Tank',1597.79,240,160,135,9.01,6.66,2.21,0.36,0.73,0.20,0.20,0.12,3.50,2,122,90,853,720,48,11520,255,56,20,592.08,19.24,38.59,56,56,43.07,39.05,35.50,22.97,0.96,1.05,1.63,25,10,35,'-180',180,43.81,63.5,50.8,38.1,88.9,63.5,63.5,20,1100,234,140,10.03,200,150,34000,30779,16.04,3.82,12.05,2.87,390,641.44,20,1340000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T23E3','VII',True,False,False,'American','Medium Tank',2180.82,115,149,128,3.16,18.96,2.11,0.35,0.69,0.14,0.14,0.10,2.70,2,105,76,792,720,84,9660,110,56.30,30,530,14.72,41.72,56.30,56.30,50.92,39.63,33.97,21.62,0.58,0.67,1.05,25,10,40.25,'-180',180,37.55,76.2,50.8,38.1,76.2,63.5,63.5,20,1050,234,130,10.03,200,175,39140,36011,14.42,3.75,10.83,2.82,380,777.03,20,?,6300,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'T26E3 Eagle 7','VII',True,False,False,'American','Medium Tank',1746.42,240,172,160,8.25,7.28,2.21,0.37,0.75,0.17,0.17,0.12,3.50,2,122,90,853,720,70,16800,325,48,20,500,12.69,38.59,43.91,37.15,23,36.66,31.02,19.20,1.05,1.25,2.01,20,10,35,'-180',180,37.55,101.6,76.2,50.8,101.6,76.2,76.2,20,1200,234,160,10.03,200,175,43000,39400,12.65,3.01,9.52,2.27,380,777.03,20,?,6000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Type 5 Chi-Ri','VII',False,False,False,'Japanese','Medium Tank',2019.38,130,155,140,9.59,15.53,1.63,0.34,0.67,0.18,0.18,0.12,3,2,100,75,821,720,105,13650,140,42,18,581.50,13.76,35.46,42,42,23.81,30.95,28.13,14.07,0.96,1.05,2.11,20,10,35,'-180',180,37.55,75,35,35,75,50,50,20,1250,200,168,10.03,228,175,44800,42257,9.95,2.46,7.46,1.84,370,782.25,20,1440000,?,3,390,2,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'VK 30.02 (D)','VII',False,False,False,'German','Medium Tank',2151.19,220,145,129,6.14,9.78,2.21,0.36,0.73,0.20,0.20,0.14,3.50,2,119,88,773,720,80,17600,252,60,20,850,21.40,44.85,60,60,46.84,49.48,44.53,25.45,0.86,0.95,1.67,20,8,35,'-180',180,46.93,80,45,50,120,60,60,24,1250,260,160,10.03,190,175,43000,39715,12.64,3.01,9.49,2.26,380,740.53,15,1369000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'45TP Habicha','VII',False,False,False,'Polish','Heavy Tank',1820.51,320,192,178,10.55,5.69,2.21,0.38,0.77,0.21,0.21,0.16,3.50,2,150,105,785,720,40,12800,490,35,14,750,16.84,36.50,35,35,27.86,41.86,32.89,20.02,1.05,1.34,2.21,20,8,33.25,'-180',180,29.20,100,50,40,170,100,70,20,1200,260,190,12.03,180,175,47400,44540,7.02,1.47,3.17,0.66,350,530,15,1450000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'AMX M4 mle. 45','VII',False,False,False,'French','Heavy Tank',1746.42,240,212,193,8.25,7.28,2.40,0.35,0.69,0.18,0.18,0.14,4,2,122,90,1000,720,74,17760,255,35,12,898.69,16.26,25.03,35,35,24.75,34.91,30.25,18.15,1.25,1.44,2.40,12,10,35,'-180',180,31.29,110,40,40,200,70,40,25,1400,260,190,12.03,220,200,60000,55280,6.22,1.40,3.14,0.71,360,782.25,20,1395000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Black Prince','VII',False,False,False,'British','Heavy Tank',2086,150,171,161,4.31,13.91,1.92,0.33,0.65,0.14,0.14,0.10,4,2,105,76.20,884,720,84,12600,175,25,14,634.37,12.68,20.86,25,25,20.99,36.22,31.04,18.90,1.15,1.34,2.21,20,8,40.25,'-180',180,31.29,152.4,95.3,50.8,240,95.2,101.6,20,1450,247,190,12.03,220,200,53000,50010,7.07,1.65,3.53,0.83,370,730.10,20,1400000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'BZ-58','VII',False,False,False,'Chinese','Heavy Tank',1602.05,320,195,165,11.98,5.01,2.59,0.40,0.81,0.20,0.20,0.16,4,2,135,100,792,720,36,11520,530,30,12,700,13.58,27.12,30,30,22.47,31.06,24.41,14.86,1.05,1.34,2.21,20,10,33.25,'-180',180,29.20,70,70,50,220,90,60,20,1250,260,190,12.03,180,175,54000,51557,8.15,1.79,4.05,0.89,350,600,12,1500000,?,?,?,?,?,?,?,?,?,?,?,?,?,3,10,4,5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'Carro d'assalto P.88','VII',False,False,False,'Italian','Heavy Tank',1668.80,240,202,188,8.63,6.95,2.40,0.40,0.81,0.22,0.22,0.12,4,2,122,90,1050,720,45,10800,435,35,12,650,14.38,26.07,35,35,23.80,29.07,26.65,13.90,1.05,1.15,2.21,20,8,35,'-180',180,32.33,100,60,20,100,70,70,25,1250,260,190,12.03,200,200,47900,45200,8.49,1.91,4.27,0.96,350,525,15,1480000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'FV201 (A45)','VII',True,False,False,'British','Heavy Tank',2183.02,150,171,161,4.12,14.55,2.21,0.37,0.75,0.16,0.16,0.12,3.50,2,105,76.20,884,720,74,11100,175,31,16,845.82,15.14,29.20,31,31,27.43,27.74,23.78,15.85,1.15,1.34,2.01,20,10,40.25,'-180',180,37.55,76.2,50.8,38.1,152.4,88.9,88.9,25,1500,320,190,12.03,220,200,58000,55883,6.38,1.49,3.19,0.75,380,594.51,20,?,4400,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'IS','VII',False,False,False,'Soviet','Heavy Tank',1984.24,390,175,152,11.79,5.09,3.26,0.44,0.88,0.21,0.21,0.16,4,2,165,122,780,720,28,10920,1025,34,14,740.10,16.01,36.50,34,34,26.49,41.35,32.49,19.77,1.05,1.34,2.21,25,6,26.25,'-180',180,29.20,120,90,60,100,90,90,20,1230,370,190,12.03,180,175,48400,46225,7.92,1.51,3.99,0.76,350,625,12,1424000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'IS-2','VII',False,False,False,'Chinese','Heavy Tank',1984.24,390,175,152,11.79,5.09,3.26,0.44,0.88,0.23,0.23,0.16,4,2,165,122,800,720,28,10920,1025,37,14,613.22,13.32,39.63,37,37,23.04,43.93,39.93,19.97,0.96,1.05,2.11,20,5,26.25,'-180',180,29.20,90,90,60,100,90,90,20,1280,260,190,12.03,180,175,49000,46040,7.80,1.48,3.90,0.74,350,600,12,1450000,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'IS-2','VII',True,False,False,'Soviet','Heavy Tank',1984.24,390,175,152,11.79,5.09,3.26,0.44,0.88,0.23,0.23,0.16,4,2,165,122,780,720,28,10920,1025,34,14,634.37,13.71,39.63,34,34,23.72,39.63,36.03,18.02,0.96,1.05,2.11,25,6,26.25,'-180',180,29.20,100,90,60,100,90,90,20,1280,190,190,12.03,180,175,48400,46265,7.92,1.51,3.99,0.76,350,730,15,?,4700,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'IS-2 shielded','VII',True,False,False,'Soviet','Heavy Tank',1984.24,390,175,152,11.79,5.09,3.26,0.44,0.88,0.20,0.20,0.12,4,2,165,122,780,720,28,10920,1025,30,14,634.37,13.65,33.38,30,30,20.78,33.38,22.25,13.35,0.96,1.44,2.40,25,6,26.25,'-180',180,26.07,100,90,60,100,90,90,20,1230,190,190,12.03,180,175,48400,46465,7.92,1.51,3.99,0.76,340,730,15,?,5400,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'IS-2M','VII',True,False,False,'Soviet','Heavy Tank',1984.24,390,175,152,11.79,5.09,3.16,0.43,0.86,0.23,0.23,0.16,4,2,165,122,780,720,35,13650,1025,34,14,634.37,13.08,37.55,34,34,22.63,37.55,34.13,17.07,0.96,1.05,2.11,25,6,26.25,'-180',180,29.20,100,90,60,100,90,90,20,1300,190,190,12.03,180,175,52000,48500,7.92,1.51,3.99,0.76,350,730,15,?,5400,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'King Tiger (Captured)','VII',True,False,False,'American','Heavy Tank',1766.96,240,203,185,8.15,7.36,2.40,0.35,0.69,0.23,0.23,0.14,3,2,119,88,1000,720,70,16800,350,38,12,700,10.03,22.95,38,31.81,16.59,21.80,18.17,9.48,0.96,1.15,2.21,15,8,30.63,'-180',180,20.86,150,80,80,185,80,80,40,1300,200,190,12.03,200,200,74000,69800,5.30,1.19,2.62,0.59,380,740.53,20,?,6700,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
'KV-122','VII',True,False,False,'Soviet','Heavy Tank',1835.05,390,175,152,12.75,4.71,3.07,0.44,0.88,0.21,0.21,0.15,4,2,165,122,780,720,28,10920,1025,42,14,720,15.48,41.72,42,42,28.05,41.72,37.93,19.87,0.96,1.05,2.01,20,6,26.25,'-180',180,33.38,75,60,60,100,90,90,20,1200,260,140,12.03,160,175,49000,46515,6.90,1.31,3.48,0.66,360,730,15,?,5300,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
